id,info
8478,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": ""American"", ""display_name"": ""Abstracta Structures Inc., New York, NY"", ""constituent_id"": 11100}"
8479,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Welch Allyn Inc., Skaneateles Falls, NY"", ""constituent_id"": 11108}"
8480,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Robert Smith, Kentfield, CA"", ""constituent_id"": 11109}"
8481,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": ""American"", ""display_name"": ""Concept Inc., St. Petersburg, FL"", ""constituent_id"": 11111}"
8482,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""The Subsidiary Co.(division of Artmongers and Manufactory Inc.), New York, NY"", ""constituent_id"": 11112}"
8483,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Italora S.p.A., Milan, Italy"", ""constituent_id"": 11116}"
8484,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": ""Italian"", ""display_name"": ""A.V. Mazzega Vetri d'Arte, Murano, Italy"", ""constituent_id"": 11117}"
8485,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Rochelt Design, Ulm, Germany"", ""constituent_id"": 11118}"
8486,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Columbian Bronze Corp., Freeport, NY"", ""constituent_id"": 11119}"
8487,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""John Mascheroni Furniture Co., New York, NY"", ""constituent_id"": 11124}"
8488,"{""ulan"": null, ""gender"": null, ""end_date"": 1973, ""wiki_qid"": null, ""artist_bio"": ""est. 1965–1973"", ""begin_date"": 1965, ""nationality"": null, ""display_name"": ""Neal Small Designs Inc., New York, NY"", ""constituent_id"": 11125}"
8489,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""France and Son A/S, Denmark"", ""constituent_id"": 11128}"
8490,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""est. 1890"", ""begin_date"": 1890, ""nationality"": null, ""display_name"": ""Artifort, The Netherlands"", ""constituent_id"": 11130}"
8491,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Raumtechnik Staeger & Co. KG, Stuttgart"", ""constituent_id"": 11131}"
8492,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Paper Welder, Inc., Medina, NY"", ""constituent_id"": 11134}"
8493,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Società Italiana Telecomunicazioni Siemens, Milan, Italy"", ""constituent_id"": 11135}"
8494,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": ""Japanese"", ""display_name"": ""Bonniers International, Japan"", ""constituent_id"": 11136}"
8495,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": ""American"", ""display_name"": ""Plastics, Inc., St. Paul, MN"", ""constituent_id"": 11137}"
8496,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Made in Japan for Fitz & Floyd"", ""constituent_id"": 11138}"
8497,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": ""Swiss"", ""display_name"": ""Frimu Company, Switzerland"", ""constituent_id"": 11139}"
8498,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": ""German"", ""display_name"": ""G.P.M. Company, Germany"", ""constituent_id"": 11140}"
8499,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Vitreria Vistosi, Murano, Italy"", ""constituent_id"": 11154}"
8500,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Schott & Gen. Jenaer Glaswerke, Mainz, Germany"", ""constituent_id"": 11156}"
8501,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Dutch, founded 1999"", ""begin_date"": 1999, ""nationality"": ""Dutch"", ""display_name"": ""Acordis Industrial Fibers, The Netherlands"", ""constituent_id"": 11157}"
8502,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": ""Q5323238"", ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Ekco Housewares, Franklin Park, IL"", ""constituent_id"": 11158}"
8503,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""est. 1990"", ""begin_date"": 1990, ""nationality"": null, ""display_name"": ""Lexon, France"", ""constituent_id"": 11159}"
8504,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Rosenthal, Germany"", ""constituent_id"": 11162}"
8505,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Modernariato-Gruppo Industriale Busnelli, Italy"", ""constituent_id"": 11164}"
8507,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Think Outside, Inc., Carlsbad, CA"", ""constituent_id"": 11168}"
8508,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Richard Schultz Design, Palm, PA"", ""constituent_id"": 11176}"
8509,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Emeco, Hanover, Pennsylvania"", ""constituent_id"": 11177}"
8510,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Makers of Simple Furniture, Ltd., London"", ""constituent_id"": 11179}"
8511,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""est. 1911"", ""begin_date"": 1911, ""nationality"": ""American"", ""display_name"": ""The Ironrite Ironer Co., Detroit, MI"", ""constituent_id"": 11180}"
8512,"{""ulan"": null, ""gender"": null, ""end_date"": 1954, ""wiki_qid"": null, ""artist_bio"": ""1868–1954"", ""begin_date"": 1868, ""nationality"": ""American"", ""display_name"": ""Lorraine Metal Mfg. Co., NY"", ""constituent_id"": 11181}"
8513,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Cadoro Jewels, New York, NY"", ""constituent_id"": 11183}"
8514,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Fahr-Leuchten, Stuttgart"", ""constituent_id"": 11189}"
8515,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Tropi-Cal Company, Los Angeles, CA (now Fong Brothers Company, Los Angeles, CA)"", ""constituent_id"": 11190}"
8516,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": ""American"", ""display_name"": ""The Afternoon Company, Omaha, Nebraska"", ""constituent_id"": 11191}"
8517,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Rothschild Plastics Corp., Philadelphia, PA"", ""constituent_id"": 11192}"
8518,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Tendo Mokko, Inc., Yamagata-Ken, Japan"", ""constituent_id"": 11194}"
8519,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""J. Merivaara Oy, Helsinki"", ""constituent_id"": 11195}"
8520,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Hessische Metallwerke (now mono GmbH), Germany"", ""constituent_id"": 11196}"
8521,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Figli di Amedeo Cassina, Meda, Italy"", ""constituent_id"": 11197}"
8522,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Satisfaction, New York, NY"", ""constituent_id"": 11198}"
8523,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Ampex Corporation, Elk Grove Village, IL"", ""constituent_id"": 11199}"
8524,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Baltensweilder, Ebikon, Switzerland"", ""constituent_id"": 11200}"
8525,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Archent Limited, Sheffield, England"", ""constituent_id"": 11201}"
8526,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Mourlot, Paris"", ""constituent_id"": 11223}"
8527,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1982, ""wiki_qid"": null, ""artist_bio"": ""British, born Poland. 1900–1982"", ""begin_date"": 1900, ""nationality"": ""British"", ""display_name"": ""George Him"", ""constituent_id"": 11277}"
13166,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Gillow & Co."", ""constituent_id"": 43194}"
8528,"{""ulan"": 500339846, ""gender"": ""Male"", ""end_date"": 1991, ""wiki_qid"": ""Q1383568"", ""artist_bio"": ""British, born Poland. 1907–1991"", ""begin_date"": 1907, ""nationality"": ""British"", ""display_name"": ""Jan Lewitt"", ""constituent_id"": 11278}"
8529,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""est. 1894"", ""begin_date"": 1894, ""nationality"": ""British"", ""display_name"": ""The Baynard Press, London"", ""constituent_id"": 11340}"
8530,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""C. Tereshkovitch"", ""constituent_id"": 11341}"
8531,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1970, ""wiki_qid"": null, ""artist_bio"": ""French, 1889–1970"", ""begin_date"": 1889, ""nationality"": ""French"", ""display_name"": ""Christian Zervos"", ""constituent_id"": 11348}"
8532,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""British War Office"", ""constituent_id"": 11350}"
8533,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Imprimerie Champenois"", ""constituent_id"": 11361}"
8534,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Royal Society for the Prevention of Accidents"", ""constituent_id"": 11381}"
8535,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Ward and Saks Co."", ""constituent_id"": 11419}"
8536,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Patrick Cunningham"", ""constituent_id"": 11422}"
8537,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""German, born 1925"", ""begin_date"": 1925, ""nationality"": ""German"", ""display_name"": ""Wolf Zimmerman"", ""constituent_id"": 11426}"
8538,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Dutch, born 1940"", ""begin_date"": 1940, ""nationality"": ""Dutch"", ""display_name"": ""Anthon Beeke"", ""constituent_id"": 11580}"
8539,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Hans Bockting"", ""constituent_id"": 11589}"
8540,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""R. Szayoo"", ""constituent_id"": 11596}"
8541,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Finnish, born 1941"", ""begin_date"": 1941, ""nationality"": ""Finnish"", ""display_name"": ""Tapio Salmelainen"", ""constituent_id"": 11621}"
8542,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Otto Beyer, Leipzig/Berlin"", ""constituent_id"": 11631}"
8543,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1964, ""wiki_qid"": null, ""artist_bio"": ""American, 1880–1964"", ""begin_date"": 1880, ""nationality"": ""American"", ""display_name"": ""Carl Van Vechten"", ""constituent_id"": 11663}"
8544,"{""ulan"": null, ""gender"": null, ""end_date"": 1940, ""wiki_qid"": null, ""artist_bio"": ""1920–1940"", ""begin_date"": 1920, ""nationality"": ""Swiss"", ""display_name"": ""Max Dalang A.G., Zürich"", ""constituent_id"": 11786}"
8545,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Swiss"", ""begin_date"": 0, ""nationality"": ""Swiss"", ""display_name"": ""Orell Füssli"", ""constituent_id"": 11799}"
8546,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Various Authors"", ""constituent_id"": 11860}"
8547,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1969, ""wiki_qid"": null, ""artist_bio"": ""Russian, 1892–1969"", ""begin_date"": 1892, ""nationality"": ""Russian"", ""display_name"": ""Kirill Zdanevich"", ""constituent_id"": 11875}"
8548,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1922, ""wiki_qid"": null, ""artist_bio"": ""Russian, 1885–1922"", ""begin_date"": 1885, ""nationality"": ""Russian"", ""display_name"": ""Velimir Khlebnikov"", ""constituent_id"": 11900}"
8549,"{""ulan"": 500111584, ""gender"": ""Male"", ""end_date"": 1930, ""wiki_qid"": ""Q132964"", ""artist_bio"": ""Russian, 1893–1930"", ""begin_date"": 1893, ""nationality"": ""Russian"", ""display_name"": ""Vladimir Mayakovsky"", ""constituent_id"": 11904}"
8550,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1971, ""wiki_qid"": null, ""artist_bio"": ""Russian, 1889–1971"", ""begin_date"": 1889, ""nationality"": ""Russian"", ""display_name"": ""Natan Al'tman"", ""constituent_id"": 11947}"
8551,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2014, ""wiki_qid"": null, ""artist_bio"": ""British, 1926–2014"", ""begin_date"": 1926, ""nationality"": ""British"", ""display_name"": ""Alastair Reid"", ""constituent_id"": 11964}"
8552,"{""ulan"": 500255220, ""gender"": ""Male"", ""end_date"": 1898, ""wiki_qid"": ""Q767"", ""artist_bio"": ""French, 1842–1898"", ""begin_date"": 1842, ""nationality"": ""French"", ""display_name"": ""Stéphane Mallarmé"", ""constituent_id"": 11967}"
8553,"{""ulan"": 500120075, ""gender"": ""Male"", ""end_date"": 1917, ""wiki_qid"": ""Q1364377"", ""artist_bio"": ""Ukrainian, 1886–1917"", ""begin_date"": 1886, ""nationality"": ""Ukrainian"", ""display_name"": ""Vladimir Burliuk"", ""constituent_id"": 12001}"
8554,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Elena Guro"", ""constituent_id"": 12025}"
8555,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1966, ""wiki_qid"": ""Q951010"", ""artist_bio"": ""American, 1926–1966"", ""begin_date"": 1926, ""nationality"": ""American"", ""display_name"": ""Frank O'Hara"", ""constituent_id"": 12072}"
8556,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 1989, ""wiki_qid"": null, ""artist_bio"": ""Russian, 1898–1989"", ""begin_date"": 1898, ""nationality"": ""Russian"", ""display_name"": ""Maria Siniakova"", ""constituent_id"": 12074}"
8557,"{""ulan"": 500053946, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": ""Q556530"", ""artist_bio"": ""Swiss, born 1937"", ""begin_date"": 1937, ""nationality"": ""Swiss"", ""display_name"": ""Niele Toroni"", ""constituent_id"": 12101}"
8558,"{""ulan"": 500016882, ""gender"": ""Male"", ""end_date"": 1941, ""wiki_qid"": ""Q466187"", ""artist_bio"": ""Russian, 1883–1941"", ""begin_date"": 1883, ""nationality"": null, ""display_name"": ""Pavel Filonov"", ""constituent_id"": 12124}"
8559,"{""ulan"": 500006250, ""gender"": ""Male"", ""end_date"": 1917, ""wiki_qid"": ""Q1251704"", ""artist_bio"": ""Russian, 1868–1917"", ""begin_date"": 1868, ""nationality"": ""Russian"", ""display_name"": ""Nikolai Kul'bin"", ""constituent_id"": 12171}"
8560,"{""ulan"": 500031571, ""gender"": ""Male"", ""end_date"": 1974, ""wiki_qid"": ""Q1362480"", ""artist_bio"": ""Russian, 1889–1974"", ""begin_date"": 1889, ""nationality"": ""Russian"", ""display_name"": ""Iurii Annenkov"", ""constituent_id"": 12172}"
8561,"{""ulan"": 500027372, ""gender"": ""Male"", ""end_date"": 1898, ""wiki_qid"": ""Q38082"", ""artist_bio"": ""British, 1832–1898"", ""begin_date"": 1832, ""nationality"": ""British"", ""display_name"": ""Lewis Carroll (Charles Lutwidge Dodgson)"", ""constituent_id"": 12177}"
8562,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Russian"", ""begin_date"": 0, ""nationality"": ""Russian"", ""display_name"": ""Nikolai Rogovin"", ""constituent_id"": 12225}"
8563,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Lev Shekhtel [Lev Zhegin]"", ""constituent_id"": 12310}"
8564,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1922, ""wiki_qid"": null, ""artist_bio"": ""Russian, 1897–1922"", ""begin_date"": 1897, ""nationality"": null, ""display_name"": ""Vasilii Chekrygin"", ""constituent_id"": 12312}"
8565,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Sergei Podgaevskii"", ""constituent_id"": 12315}"
8566,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1971, ""wiki_qid"": null, ""artist_bio"": ""Russian, 1889–1971"", ""begin_date"": 1889, ""nationality"": ""Russian"", ""display_name"": ""Sergei Bobrov"", ""constituent_id"": 12318}"
8567,"{""ulan"": 500315639, ""gender"": ""Male"", ""end_date"": 1961, ""wiki_qid"": ""Q123080"", ""artist_bio"": ""French, born Switzerland. 1887–1961"", ""begin_date"": 1887, ""nationality"": ""French"", ""display_name"": ""Blaise Cendrars (Frédéric Sauser)"", ""constituent_id"": 12328}"
8568,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": ""Q16193702"", ""artist_bio"": ""American, born 1960"", ""begin_date"": 1960, ""nationality"": ""American"", ""display_name"": ""Liz Larner"", ""constituent_id"": 12382}"
8569,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Joseph Blumenthal"", ""constituent_id"": 12402}"
8570,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1948, ""wiki_qid"": null, ""artist_bio"": ""Russian, 1883–1948"", ""begin_date"": 1883, ""nationality"": ""Russian"", ""display_name"": ""Aleksandr Shevchenko"", ""constituent_id"": 12409}"
8571,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Illarion Skuie"", ""constituent_id"": 12410}"
8572,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1961, ""wiki_qid"": null, ""artist_bio"": ""Russian, 1864–1961"", ""begin_date"": 1864, ""nationality"": ""Russian"", ""display_name"": ""Vasilii Kamenskii"", ""constituent_id"": 12432}"
8573,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Nikolai Aseev"", ""constituent_id"": 12452}"
8574,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Calvin Sumsion"", ""constituent_id"": 12472}"
8575,"{""ulan"": 500015350, ""gender"": ""Male"", ""end_date"": 1938, ""wiki_qid"": ""Q1341721"", ""artist_bio"": ""Latvian, 1895–1938"", ""begin_date"": 1895, ""nationality"": ""Latvian"", ""display_name"": ""Gustav Klutsis"", ""constituent_id"": 12501}"
8576,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1959, ""wiki_qid"": null, ""artist_bio"": ""French, 1899–1959"", ""begin_date"": 1899, ""nationality"": ""French"", ""display_name"": ""Benjamin Péret"", ""constituent_id"": 12508}"
8577,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1937, ""wiki_qid"": null, ""artist_bio"": ""Russian, 1892–1937"", ""begin_date"": 1892, ""nationality"": ""Russian"", ""display_name"": ""Igor' Terent'ev"", ""constituent_id"": 12509}"
8578,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Italian, born 1914"", ""begin_date"": 1914, ""nationality"": ""Italian"", ""display_name"": ""Guido Ballo"", ""constituent_id"": 12515}"
8579,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1956, ""wiki_qid"": null, ""artist_bio"": ""Peruvian, 1903–1956"", ""begin_date"": 1903, ""nationality"": ""Peruvian"", ""display_name"": ""César Moro (Alfredo Quíspez Asín)"", ""constituent_id"": 12533}"
8580,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""French, born 1930"", ""begin_date"": 1930, ""nationality"": ""French"", ""display_name"": ""Jean-Clarence Lambert"", ""constituent_id"": 12536}"
8581,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": null, ""begin_date"": 0, ""nationality"": null, ""display_name"": ""Atelier 17, New York"", ""constituent_id"": 12540}"
8582,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American"", ""begin_date"": 0, ""nationality"": ""American"", ""display_name"": ""John Moore"", ""constituent_id"": 12556}"
8583,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1993, ""wiki_qid"": null, ""artist_bio"": ""German, 1902–1993"", ""begin_date"": 1902, ""nationality"": ""German"", ""display_name"": ""Hans Sahl"", ""constituent_id"": 12601}"
8584,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1982, ""wiki_qid"": null, ""artist_bio"": ""American, 1898–1982"", ""begin_date"": 1898, ""nationality"": ""American"", ""display_name"": ""Horace Gregory"", ""constituent_id"": 12602}"
8585,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1968, ""wiki_qid"": null, ""artist_bio"": ""British, 1893–1968"", ""begin_date"": 1893, ""nationality"": ""British"", ""display_name"": ""Herbert Read"", ""constituent_id"": 12603}"
8586,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2004, ""wiki_qid"": null, ""artist_bio"": ""French, 1913–2004"", ""begin_date"": 1913, ""nationality"": ""French"", ""display_name"": ""André Verdet"", ""constituent_id"": 12604}"
8587,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1968, ""wiki_qid"": null, ""artist_bio"": ""American, 1915–1968"", ""begin_date"": 1915, ""nationality"": ""American"", ""display_name"": ""Thomas Merton"", ""constituent_id"": 12605}"
8588,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2009, ""wiki_qid"": null, ""artist_bio"": ""American, 1918–2009"", ""begin_date"": 1918, ""nationality"": ""American"", ""display_name"": ""Morris Weisenthal"", ""constituent_id"": 12606}"
8589,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2009, ""wiki_qid"": null, ""artist_bio"": ""American, 1916–2009"", ""begin_date"": 1916, ""nationality"": ""American"", ""display_name"": ""Harold Norse"", ""constituent_id"": 12607}"
8590,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""French"", ""begin_date"": 0, ""nationality"": ""French"", ""display_name"": ""David Lougée"", ""constituent_id"": 12608}"
